song_id,artist_name,album_name,track_name,popularity_count
11010,My Chemical Romance,The Black Parade,Famous Last Words,4
11011,My Chemical Romance,Danger Days: The True Lives Of The Fabulous Killjoys,Na Na Na [Na Na Na Na Na Na Na Na Na],3
11012,My Chemical Romance,May Death Never Stop You,Fake Your Death,2
11013,My Chemical Romance,Three Cheers For Sweet Revenge,I'm Not Okay (I Promise),4
11014,Of Mice & Men,The Flood (Deluxe Reissue),My Understandings,3
11015,Memphis May Fire,Unconditional,Beneath The Skin,1
11016,Memphis May Fire,Unconditional,Sleepless Nights,1
11017,Memphis May Fire,Challenger,Generation: Hate,1
11018,Memphis May Fire,Unconditional,Speechless,1
11019,Of Mice & Men,Restoring Force: Full Circle,Something To Hide,1
11020,The Funeral Portrait,For the Dearly Departed,Casanova (C'est La Vie),1
11021,The Funeral Portrait,For the Dearly Departed,The Optimist,1
11022,The Funeral Portrait,For the Dearly Departed,Wax Romantic,1
11023,The Funeral Portrait,For the Dearly Departed,A River in Egypt,1
11024,My Chemical Romance,The Black Parade,House of Wolves,2
11025,Of Mice & Men,Restoring Force: Full Circle,Broken Generation,1
11026,Memphis May Fire,The Hollow,The Sinner,1
11027,A Day To Remember,Bad Vibrations,Bad Vibrations,1
11028,A Day To Remember,Bad Vibrations,Paranoia,1
11029,A Day To Remember,Bad Vibrations,Naivety,1
11030,A Day To Remember,Bad Vibrations,Bullfight,1
11031,A Day To Remember,Bad Vibrations,Justified,1
11032,A Day To Remember,Bad Vibrations,Turn Off The Radio,1
11033,A Day To Remember,Bad Vibrations,Same About You,1
11034,blink-182,California,San Diego,1
11035,blink-182,California,Rabbit Hole,1
11036,The Front Bottoms,Rose,12 Feet Deep,1
11037,The Front Bottoms,Back On Top,Laugh Till I Cry,1
11038,The Front Bottoms,Rose,Be Nice To Me,1
11039,The Front Bottoms,Back On Top,Plastic Flowers,1
11040,The Front Bottoms,Talon Of The Hawk,Twin Size Mattress,3
11041,The Front Bottoms,Talon Of The Hawk,Skeleton,1
11042,The Front Bottoms,Back On Top,Cough It Out,1
11043,The Front Bottoms,Rose,Lipstick Covered Magnet,1
11044,The Front Bottoms,Talon Of The Hawk,Peach,1
11045,The Front Bottoms,Back On Top,The Plan (Fuck Jobs),1
11046,Akon,KonKrete Jungle,Used to Know (feat. Money J & Black Frost),1
11047,Brand New,Deja Entendu,Sic Transit Gloria ... Glory Fades,3
11048,Brand New,Your Favorite Weapon,Jude Law And A Semester Abroad,1
11049,Taking Back Sunday,Tell All Your Friends,You're So Last Summer,3
11050,Taking Back Sunday,Tell All Your Friends,Cute Without The 'E' (Cut From The Team),4
11051,Taking Back Sunday,Tidal Wave,Call Come Running,1
11052,Taking Back Sunday,Louder Now,MakeDamnSure,4
11053,Taking Back Sunday,Tidal Wave,You Can't Look Back,1
11054,Brand New,Your Favorite Weapon,Secondary,1
11055,Brand New,Your Favorite Weapon,Last Chance To Lose Your Keys,1
11056,Brand New,Your Favorite Weapon,Magazines,1
11057,Wicca Phase Springs Eternal,Secret Boy,Secret Boy,1
11058,Icon For Hire,Scripted,Get Well,1
11059,Arctic Monkeys,AM,Do I Wanna Know?,14
11060,Taking Back Sunday,Tidal Wave,Death Wolf,1
11061,Taking Back Sunday,Where You Want To Be,A Decade Under The Influence,2
11062,Pierce The Veil,Misadventures,The Divine Zero,1
11063,Pierce The Veil,Misadventures,Today I Saw The Whole World,1
11064,Pierce The Veil,Misadventures,Circles,1
11065,Pierce The Veil,Misadventures,Floral & Fading,1
11066,Pierce The Veil,Misadventures,Dive In,1
11067,Pierce The Veil,Misadventures,Texas Is Forever,1
11068,Pierce The Veil,Misadventures,Phantom Power And Ludicrous Speed,1
11069,Pierce The Veil,Misadventures,Gold Medal Ribbon,1
11070,Pierce The Veil,Misadventures,Bedless,1
11071,Pierce The Veil,Misadventures,Sambuka,1
11072,Pierce The Veil,Misadventures,Song For Isabelle,1
11073,Against The Current,Gravity,Paralyzed,1
11074,Against The Current,In Our Bones,Wasteland,1
11075,Rise Against,The Black Market,I Don’t Want To Be Here Anymore,2
11076,Pierce The Veil,Selfish Machines,Caraphernelia,1
11077,Martin Garrix,There for You,There for You,6
11078,Camila Cabello,Crying in the Club,Crying in the Club,2
11079,James Arthur,Back from the Edge,Can I Be Him,3
11080,JAHKOY,California Heaven,California Heaven - White Panda Remix,1
11081,SoMo,The Answers,First,1
11082,The Brinks,Temporary Love,Temporary Love,2
11083,Tayler Buono,Technically Single,Technically Single,2
11084,POWERS,Sunshine,Sunshine,2
11085,Nathan Goshen,Thinking About It (Let It Go),Thinking About It (Let It Go) - KVR Remix,1
11086,HONNE,Warm On A Cold Night (Deluxe),Good Together,2
11087,Martin Jensen,All I Wanna Do,All I Wanna Do,1
11088,Oohdem Beatz,Woah Kemosabe,Woah Kemosabe,1
11089,Lulleaux,Contact,Contact,1
11090,Eden Project,XO,XO,5
11091,David Guetta,One Love,Memories (feat. Kid Cudi) - feat. Kid Cudi,5
11092,Meek Mill,"MMG Presents: Self Made, Vol. 1",Ima Boss - feat. Rick Ross,3
11093,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Fashion Killa,6
11094,Macklemore & Ryan Lewis,The Heist [Deluxe Edition],Jimmy Iovine (feat. Ab-Soul),1
11095,Childish Gambino,Camp,You See Me,4
11096,3OH!3,Streets Of Gold,Double Vision,2
11097,Lorde,Pure Heroine,Glory And Gore,2
11098,Machine Gun Kelly,Lace Up,Half Naked & Almost Famous,1
11099,Wiz Khalifa,Blacc Hollywood,You And Your Friends (feat. Snoop Dogg & Ty Dolla $ign),6
11100,Lamborghini,Mercy - Single,Mercy,3
11101,Problem,Welcome to Mollywood: Part 2,Take Ya Tights Off,1
11102,Britney Spears,Britney Jean (Deluxe Version),Work B**ch,5
11103,Lloyd Banks,H.F.M. 2 (Hunger For More 2),"Beamer, Benz, Or Bentley - feat. Juelz Santana",7
11104,Kevin Gates,Luca Brasi 2: Gangsta Grillz,I Don't Get Tired (#IDGT) [feat. August Alsina],10
11105,ScHoolboy Q,Oxymoron,Man Of The Year,10
11106,Mayday Parade,A Lesson In Romantics,Jersey,3
11107,Panic! At The Disco,A Fever You Can't Sweat Out,The Only Difference Between Martyrdom and Suicide is Press Coverage,3
11108,All Time Low,Last Young Renegade,Last Young Renegade,1
11109,All Time Low,Last Young Renegade,Dirty Laundry,1
11110,Mayday Parade,A Lesson In Romantics,Black Cat,4
11111,Mayday Parade,A Lesson In Romantics,Ocean And Atlantic,2
11112,All Time Low,Nothing Personal (Deluxe Version),Weightless,2
11113,Modern Chemistry,Never Scared,Never Scared,1
11114,Modern Chemistry,Dreaming Adjacent,Part Three,1
11115,Modern Chemistry,We'll Grow out of This,Let's Talk About the Weather,1
11116,Never Shout Never,What Is Love?,Can't Stand It,3
11117,Panic! At The Disco,"Too Weird To Live, Too Rare To Die!",Nicotine,1
11118,Mayday Parade,A Lesson In Romantics,Champagne's For Celebrating (I'll Have A Martini),1
11119,All Time Low,Last Young Renegade,Life Of The Party,1
11120,Living in Fiction,Water Under The Bridge,Water Under The Bridge,1
11121,Luke Combs,This One's for You,Hurricane,8
11122,Fall Out Boy,Infinity On High,"This Ain't A Scene, It's An Arms Race",3
11123,All Time Low,Dirty Work,Time-Bomb,1
11124,Pvris,White Noise,You and I,2
11125,The Cab,Symphony Soldier,Temporary Bliss,1
11126,All Time Low,Last Young Renegade,Nice2KnoU,1
11127,Matchbox Twenty,Exile On Mainstream,3 am - Remastered Version,3
11128,Sixpence None The Richer,Sixpence None the Richer,There She Goes,2
11129,Alanis Morissette,Jagged Little Pill (Remastered),Ironic - 2015 Remastered,5
11130,Tracy Chapman,Tracy Chapman,Fast Car,7
11131,Hootie & The Blowfish,Cracked Rear View,Hold My Hand,1
11132,Hootie & The Blowfish,"Scattered, Smothered And Covered",I Go Blind,1
11133,Sister Hazel,...Somewhere More Familiar,All For You,2
11134,The Goo Goo Dolls,A Boy Named Goo,Name,3
11135,Toad The Wet Sprocket,Playlist: The Very Best Of Toad The Wet Sprocket,All I Want,2
11136,Toad The Wet Sprocket,P.S. (a Toad retrospective),Walk On The Ocean,2
11137,The Presidents Of The United States Of America,The Presidents Of The United States Of America,Peaches,3
11138,Primitive Radio Gods,Rocket,Standing Outside a Broken Phone Booth with Money in My Hand,1
11139,Mariah Carey,Rainbow,Heartbreaker,1
11140,Tommy Tutone,Tommy Tutone - 2,867-5309 / Jenny,4
11141,Bryan Adams,Reckless,Summer Of '69,14
11142,Nirvana,MTV Unplugged In New York,Lake Of Fire,4
11143,The Beach Boys,Live In Chicago 1965,"Johnny B Goode - Live At Arie Crown Theater, Chicago/March 26, 1965",1
11144,Johnny Cash,Unearthed,Heart Of Gold,1
11145,Johnny Cash,Ring Of Fire: The Best Of Johnny Cash,Ring of Fire - Mono Version,8
11146,The Charlie Daniels Band,A Decade Of Hits,The Devil Went Down to Georgia,9
11147,Kenny Rogers,The Gambler,The Gambler,6
11148,Joe Walsh,"But Seriously, Folks...",Life's Been Good,2
11149,Billy Joel,Glass Houses,It's Still Rock and Roll to Me,5
11150,George Thorogood & The Destroyers,George Thorogood & The Destroyers,"One Bourbon, One Scotch, One Beer",1
11151,Grateful Dead,Workingman's Dead,Casey Jones,2
11152,Eric Clapton,Slowhand 35th Anniversary,Cocaine,10
11153,The Jackson 5,ABC,ABC,13
11154,Willie Nelson,Greatest Hits (& Some That Will Be),On the Road Again,2
11155,Simon & Garfunkel,Bookends,Mrs. Robinson,7
11156,John Denver,Rocky Mountain High,Rocky Mountain High - Remastered,4
11157,Alabama,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,Song of the South,8
11158,Bad Company,Straight Shooter,Feel Like Makin' Love - 2015 Remastered Version,5
11159,Eagles,Hotel California (Remastered),Life In The Fast Lane - Remastered,3
11160,Spiderbait,Tonight Alright,Black Betty - Edit,2
11161,The Lumineers,The Lumineers,Big Parade,3
11162,"Crosby, Stills & Nash",Daylight Again,Southern Cross - Remastered,3
11163,Creedence Clearwater Revival,Willy And The Poor Boys,Down On The Corner,7
11164,Creedence Clearwater Revival,Cosmo's Factory,Up Around The Bend,6
11165,Jethro Tull,Aqualung,Locomotive Breath,2
11166,Otis Redding,Otis Blue: Otis Redding Sings Soul [Collector's Edition],My Girl - Remastered Mono,3
11167,C.W. McCall,C. W. McCall's Greatest Hits,Convoy,2
11168,Franky Dee,If I Had A Fortune,Anyway You Want It,1
11169,AC/DC,The Razors Edge,Moneytalks,2
11170,Bryan Adams,Reckless,Run To You,1
11171,Steve Miller Band,The Joker,The Joker,10
11172,Pink Floyd,The Dark Side of the Moon,Money,3
11173,Elton John,Honky Chateau,Rocket Man (I Think It's Going To Be A Long Long Time),15
11174,Eddie Grant,The Best Music from Jamaica,Electric Avennue,2
11175,Jidenna,The Chief,Bambi,3
11176,Ben E. King,Don't Play That Song,Stand By Me,6
11177,Uncle Kracker,No Stranger To Shame,Drift Away,3
11178,Jessi,UN2VERSE,My Walk (Feat. Year of the OX),1
11179,Jessi,UNPRETTY RAPSTAR COMPILATION,My Type (Prod. by 버벌진트),1
11180,Jessi,UNPRETTY RAPSTAR COMPILATION,Unpretty Dreams (Prod.by GRAY),1
11181,YEZI,"Solo [From ""Unpretty Rapstar 2 Track 4""]","Solo [From ""Unpretty Rapstar 2 Track 4""] - Remix",1
11182,Jay Park,Everything You Wanted,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],1
11183,Jay Park,Everything You Wanted,곁에 있어주길 Stay with Me,1
11184,Mayson The Soul,Jackasoul,Holiday 홀리데이 (feat. Beenzino),1
11185,TAEYANG,Solar,I Need A Girl,1
11186,Hyorin,Unpretty Rapstar Compilation Vol. 2,My Love,1
11187,DEAN,130 Mood : TRBL,What 2 Do,1
11188,DEAN,130 Mood : TRBL,D (Half Moon),1
11189,Sua,Unpretty Rapstar Compilation Vol. 2,Who Am I,1
11190,BTS,The Most Beautiful Moment In Life Pt.2,Outro: House Of Cards,1
11191,Standing Egg,with,"I Will Forget, Tomorrow.",1
11192,Toppdogg,THE BEAT,Sweetheart,1
11193,Standing Egg,with,"You Have Left, I'm Still Here",1
11194,Standing Egg,넌 이별 난 아직,넌 이별 난 아직,1
11195,Zion.T,Young - Single,Young,1
11196,Simon Dominic,Simon Dominic Presents ‘SNL League Begins’,Stay Cool (feat. Zion.T),1
11197,올 댓,Trilogy,Sexy Enough,1
11198,Monsta X,THE CLAN pt.2.5 [BEAUTIFUL],Beautiful,1
11199,Lil Yachty,Teenage Emotions,Peek A Boo,9
11200,A Boogie Wit da Hoodie,TBA,Timeless (DJ SPINKING),6
11201,August Alsina,Downtown: Life Under The Gun,I Luv This Shit,9
11202,August Alsina,Downtown: Life Under The Gun,Downtown,3
11203,August Alsina,Downtown: Life Under The Gun,Don't Forget About Me,1
11204,August Alsina,Testimony,Testify,2
11205,August Alsina,Testimony,Make It Home,1
11206,August Alsina,Testimony,Right There,1
11207,August Alsina,Testimony,No Love,4
11208,August Alsina,Testimony,Porn Star,3
11209,August Alsina,Testimony,FML,1
11210,August Alsina,Testimony,Grind & Pray/Get Ya Money,2
11211,August Alsina,Testimony,Ghetto,2
11212,August Alsina,Testimony,Ah Yeah,1
11213,August Alsina,Testimony,Mama,1
11214,August Alsina,Testimony,Benediction,2
11215,August Alsina,Testimony,Numb - Bonus Track,3
11216,Drake,What A Time To Be Alive,Digital Dash,8
11217,Future,EVOL,Seven Rings,2
11218,Future,EVOL,Fly Shit Only,1
11219,Future,HNDRXX,Keep Quiet,1
11220,Kevin Gates,Luca Brasi 2: Gangsta Grillz,Sit Down,1
11221,blackbear,Deadroses,Idfc,9
11222,blackbear,Deadroses,Dirty Laundry,3
11223,blackbear,digital druglord,chateau,3
11224,blackbear,Deadroses,Ain't Trippin,1
11225,blackbear,Deadroses,90210 (feat. G-Eazy),2
11226,blackbear,Deadroses,Ain't Love,1
11227,Chris Brown,Fortune,Don't Wake Me Up,5
11228,Chris Brown,Fortune (Deluxe Version),Wait For You,1
11229,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up,High School,1
11230,Nicki Minaj,Pink Friday: Roman Reloaded The Re-Up,The Boys,2
11231,Nicki Minaj,Pink Friday ... Roman Reloaded,Beez In The Trap,3
11232,Nicki Minaj,Pink Friday ... Roman Reloaded,Pound The Alarm,4
11233,Nicki Minaj,Pink Friday ... Roman Reloaded,Right By My Side,1
11234,21 Savage,Savage Mode,No Advance,3
11235,21 Savage,The Slaughter Tape,Gang,1
11236,Logic,Everybody,Waiting Room,1
11237,Trey Songz,Tremaine The Album,Playboy,1
11238,Trey Songz,Trigga,Dead Wrong (feat. Ty Dolla $ign),2
11239,Trey Songz,Trigga Reloaded,About You,2
11240,G-Eazy,Must Be Nice,Loaded (Bonus Track) [feat. DJ Carnage],6
11241,G-Eazy,These Things Happen,These Things Happen,2
11242,G-Eazy,These Things Happen,Opportunity Cost,3
11243,G-Eazy,These Things Happen,Almost Famous,3
11244,G-Eazy,These Things Happen,Lotta That,5
11245,G-Eazy,These Things Happen,Been On,3
11246,G-Eazy,When It's Dark Out,Random,2
11247,SoMo,My Life II,Make Up Sex,1
11248,SoMo,SoMo,We Can Make Love,2
11249,SoMo,My Life,Kings & Queens (Throw It Up),1
11250,SoMo,SoMo,Show Off,1
11251,SoMo,SoMo,Back To The Start,2
11252,SoMo,My Life II,You Can Buy Everything,1
11253,A$AP Rocky,AT.LONG.LAST.A$AP,L$D,11
11254,Wiz Khalifa,Blacc Hollywood,KK (feat. Project Pat & Juicy J),3
11255,Wiz Khalifa,Blacc Hollywood,Promises,5
11256,Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,Marijuana,2
11257,Grateful Dead,In The Dark,Touch Of Grey,2
11258,Sam Bruno,Search Party (Remixes),Search Party - JayKode Remix,1
11259,ARVFZ,Breezy (feat. StinaNoel) - Single,Breezy (feat. StinaNoel),1
11260,Lauv,Reforget,Reforget,5
11261,Ben Pearce,What I Might Do,What I Might Do - Kilter Remix,1
11262,ROZES,R U Mine (SteLouse Remix),R U Mine (SteLouse Remix),1
11263,Big Mont,Givenchy,Givenchy,1
11264,Kweku Collins,"Say It Here, While It's Safe",Lonely Lullabies,1
11265,ScHoolboy Q,Oxymoron,Hell Of A Night,1
11266,A$AP Rocky,AT.LONG.LAST.A$AP,West Side Highway,2
11267,A$AP Rocky,AT.LONG.LAST.A$AP,Wavybone,2
11268,A$AP Rocky,AT.LONG.LAST.A$AP,Lord Pretty Flacko Jodye 2 (LPFJ2),7
11269,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),Ghetto Symphony,7
11270,Tyga,Careless World: Rise Of The Last King,Muthaf**ka Up,5
11271,Troye Sivan,Happy Little Pill,Happy Little Pill,3
11272,Skinny,Ghetto Disneyland,Marijuana On Everything,1
11273,Pasha,Bodega,Tie-Dye,2
11274,Shift K3Y,Misbehave Remixes,Misbehave - Diamond Pistols Remix,1
11275,Pink Slip,PCB (feat. Rahn Harper),PCB (feat. Rahn Harper),1
11276,Tegan and Sara,Back In Your Head - The Complete Collection,Back In Your Head - Morgan Page Remix,1
11277,Morgan Page,In The Air,Carry Me,1
11278,Tegan and Sara,The Con,I Was Married,1
11279,Tegan and Sara,The Con,Relief Next To Me,1
11280,Tegan and Sara,The Con,The Con,2
11281,Tegan and Sara,The Con,Knife Going In,1
11282,Tegan and Sara,The Con,Are You Ten Years Ago,1
11283,Tegan and Sara,The Con,Hop A Plane,1
11284,Tegan and Sara,The Con,"Soil, Soil",1
11285,Tegan and Sara,The Con,Burn Your Life Down,1
11286,Tegan and Sara,The Con,Nineteen,1
11287,Tegan and Sara,The Con,Floorplan,1
11288,Tegan and Sara,The Con,"Like O, Like H",1
11289,Tegan and Sara,The Con,Dark Come Soon,1
11290,Tegan and Sara,The Con,Call It Off,1
11291,Tegan and Sara,Get Along,Alligator - Live,1
11292,Tegan and Sara,Get Along,I Know I Know I Know - Live,1
11293,Tegan and Sara,Get Along,Monday Monday Monday - Live,1
11294,Tegan and Sara,Get Along,I Hear Noises - Live,1
11295,Tegan and Sara,Get Along,Night Watch - Live,1
11296,Tegan and Sara,Get Along,Back In Your Head - Live,1
11297,Tegan and Sara,Get Along,Divided - Live,1
11298,Tegan and Sara,Get Along,Call It Off - Live,1
11299,Tegan and Sara,Get Along,Relief Next To Me - Live,1
11300,Tegan and Sara,Get Along,The Ocean - Live,1
11301,Tegan and Sara,Get Along,Nineteen - Live,1
11302,Tegan and Sara,Get Along,Knife Going In - Live,1
11303,Tegan and Sara,Get Along,Not With You - Live,1
11304,Tegan and Sara,Get Along,I Won't Be Left - Live,1
11305,Tegan and Sara,Get Along,Sentimental Tune - Live,1
11306,Tegan and Sara,Back In Your Head - The Complete Collection,Back In Your Head - Tiesto Remix Edit,1
11307,Tegan and Sara,I'll Take The Blame EP,One Second - EP Version,1
11308,Tegan and Sara,I'll Take The Blame EP,I Take All The Blame - EP Version,1
11309,Tegan and Sara,If It Was You,Time Running,1
11310,Tegan and Sara,If It Was You,You Went Away,1
11311,Tegan and Sara,If It Was You,Monday Monday Monday,1
11312,Tegan and Sara,If It Was You,City Girl,1
11313,Tegan and Sara,If It Was You,Not Tonight,1
11314,Tegan and Sara,If It Was You,Underwater,1
11315,Tegan and Sara,If It Was You,I Hear Noises,1
11316,Tegan and Sara,If It Was You,Living Room,2
11317,Tegan and Sara,If It Was You,Terrible Storm,1
11318,Tegan and Sara,If It Was You,And Darling [This Thing That Breaks My Heart],1
11319,Tegan and Sara,If It Was You,Want To Be Bad,1
11320,Tegan and Sara,If It Was You,Don't Confess,1
11321,Morgan Page,In The Air,Video (feat. Tegan and Sara),1
11322,Tegan and Sara,Love Type Thing,Love Type Thing,1
11323,Tegan and Sara,Sainthood,Arrow,1
11324,Tegan and Sara,Sainthood,Don't Rush,1
11325,Tegan and Sara,Sainthood,Hell,1
11326,Tegan and Sara,Sainthood,On Directing,1
11327,Tegan and Sara,Sainthood,Red Belt,1
11328,Tegan and Sara,Sainthood,The Cure,1
11329,Tegan and Sara,Sainthood,Northshore,1
11330,Tegan and Sara,Sainthood,Night Watch,1
11331,Tegan and Sara,Sainthood,Alligator,1
11332,Tegan and Sara,Sainthood,Paperback Head,1
11333,Tegan and Sara,Sainthood,The Ocean,1
11334,Tegan and Sara,Sainthood,Sentimental Tune,1
11335,Tegan and Sara,Sainthood,Someday,1
11336,Tegan and Sara,So Jealous,You Wouldn't Like Me,1
11337,Tegan and Sara,So Jealous,Take Me Anywhere,1
11338,Tegan and Sara,So Jealous,I Bet It Stung,1
11339,Tegan and Sara,So Jealous,I Know I Know I Know,1
11340,Tegan and Sara,So Jealous,Where Does the Good Go,3
11341,Tegan and Sara,So Jealous,Downtown,1
11342,Tegan and Sara,So Jealous,I Won't Be Left,1
11343,Tegan and Sara,So Jealous,Walking With a Ghost,1
11344,Tegan and Sara,So Jealous,So Jealous,1
11345,Tegan and Sara,So Jealous,Speak Slow,1
11346,Tegan and Sara,So Jealous,Wake Up Exhausted,1
11347,Tegan and Sara,So Jealous,We Didn't Do It,1
11348,Tegan and Sara,So Jealous,Fix You Up,1
11349,Tegan and Sara,So Jealous,I Can't Take It,1
11350,Tegan and Sara,This Business Of Art,The First,1
11351,Tegan and Sara,This Business Of Art,Proud,1
11352,Tegan and Sara,This Business Of Art,Frozen,1
11353,Tegan and Sara,This Business Of Art,Hype,1
11354,Tegan and Sara,This Business Of Art,My Number,1
11355,Tegan and Sara,This Business Of Art,All You Got,1
11356,Tegan and Sara,This Business Of Art,Freedom,2
11357,Tegan and Sara,This Business Of Art,Not With You,1
11358,Tegan and Sara,This Business Of Art,More For Me,1
11359,Tegan and Sara,This Business Of Art,Come On,2
11360,Tegan and Sara,This Business Of Art,Superstar,1
11361,Tiesto feat. Tegan & Sara,Ultra Dance 11,Feel It In My Bones - Extended Mix,1
11362,Tegan and Sara,Heartthrob,Closer,2
11363,Tegan and Sara,Heartthrob,"Goodbye, Goodbye",1
11364,Tegan and Sara,Heartthrob,I Was a Fool,1
11365,Tegan and Sara,In Your Head: An Introduction to Tegan And Sara,I'm Not Your Hero,1
11366,Tegan and Sara,Heartthrob,Drove Me Wild,1
11367,Tegan and Sara,Heartthrob,How Come You Don't Want Me,1
11368,Tegan and Sara,Heartthrob,I Couldn't Be Your Friend,1
11369,Tegan and Sara,Heartthrob,Love They Say,1
11370,Tegan and Sara,Heartthrob,Now I'm All Messed Up,1
11371,Tegan and Sara,Heartthrob,Shock To Your System,1
11372,Tegan and Sara,The Con Demos,I Was Married - Demo,1
11373,Tegan and Sara,The Con Demos,Call It Off - Demo,1
11374,Tegan and Sara,The Con Demos,Dark Come Soon - Demo,1
11375,Tegan and Sara,The Con Demos,"Like O, Like H - Demo",1
11376,Tegan and Sara,The Con Demos,Floorplan - Demo,1
11377,Tegan and Sara,The Con Demos,Nineteen - Demo,1
11378,Tegan and Sara,The Con Demos,Burn Your Life Down - Demo,1
11379,Tegan and Sara,The Con Demos,"Soil, Soil - Demo",1
11380,Tegan and Sara,The Con Demos,Hop A Plane - Demo,1
11381,Tegan and Sara,The Con Demos,Back In Your Head - Demo,1
11382,Tegan and Sara,The Con Demos,Are You Ten Years Ago - Demo,1
11383,Tegan and Sara,The Con Demos,Knife Going In - Demo,1
11384,Tegan and Sara,The Con Demos,The Con - Demo,1
11385,Tegan and Sara,The Con Demos,Relief Next To Me - Demo,1
11386,Tegan and Sara,Heartthrob Bonus Tracks,Guilty As Charged - Bonus Track,1
11387,Tegan and Sara,Heartthrob Bonus Tracks,I Run Empty - Bonus Track,1
11388,Tegan and Sara,Spotify Sessions,Intro - Live From Spotify NYC,1
11389,Tegan and Sara,Spotify Sessions,Closer - Live From Spotify NYC,1
11390,Tegan and Sara,Spotify Sessions,Back In Your Head - Live From Spotify NYC,1
11391,Tegan and Sara,Spotify Sessions,Walking With A Ghost - Live From Spotify NYC,1
11392,Tegan and Sara,Spotify Sessions,Call It Off - Live From Spotify NYC,1
11393,David Guetta,Nothing But the Beat 2.0,Every Chance We Get We Run (feat. Tegan & Sara) - feat. Tegan & Sara,1
11394,Tegan and Sara,Sainthood,Wrists - Non-Album Track,1
11395,Tegan and Sara,Sainthood,Light Up - Non-Album Track,1
11396,Tegan and Sara,The Complete Recollection: 1999 - 2010,Come On Kids - Bonus Track,1
11397,Tegan and Sara,The Complete Recollection: 1999 - 2010,Bye!!,1
11398,Tegan and Sara,The Complete Recollection: 1999 - 2010,Welcome Home,1
11399,Tegan and Sara,The Complete Recollection: 1999 - 2010,Heavy,1
11400,Tegan and Sara,The Complete Recollection: 1999 - 2010,This Is Everything,1
11401,Tegan and Sara,The Complete Recollection: 1999 - 2010,Clever Meals,1
11402,Tegan and Sara,The Complete Recollection: 1999 - 2010,Our Trees,1
11403,Tegan and Sara,The Complete Recollection: 1999 - 2010,Divided,1
11404,Tegan and Sara,Dallas Buyers Club,Shudder To Think,1
11405,Matthew Dear,Pale Shelter (feat. Tegan and Sara),Pale Shelter (feat. Tegan and Sara),1
11406,Tiësto,Kaleidoscope,Feel It in My Bones - Extended Version,1
11407,Tegan and Sara,Endless Love,Don't Find Another Love,1
11408,RAC,Strangers,Hard To Hold,2
11409,Tegan and Sara,Love You to Death,U-turn,2
11410,Tegan and Sara,Love You to Death,Boyfriend,2
11411,Tegan and Sara,Love You to Death,100x,2
11412,Tegan and Sara,Love You to Death,Stop Desire,3
11413,Tegan and Sara,Love You to Death,That Girl,1
11414,Tegan and Sara,Love You to Death,Faint of Heart,1
11415,Tegan and Sara,Love You to Death,Dying to Know,1
11416,Tegan and Sara,Love You to Death,White Knuckles,1
11417,Tegan and Sara,Love You to Death,BWU,1
11418,Tegan and Sara,Love You to Death,Hang on to the Night,1
11419,The Audition,Self-Titled Album,My Temperature Is Rising,1
11420,La Dispute,Somewhere at the Bottom of the River Between Vega and Altair,"Nobody, Not Even the Rain",1
11421,Owl City,Ocean Eyes,Vanilla Twilight,1
11422,Of Mice & Men,The Flood (Deluxe Reissue),When You Can't Sleep At Night,2
11423,The Audition,Champion,Warm Me Up,1
11424,Teen Hearts,Maybe Someday,Maybe Someday,1
11425,This Wild Life,Clouded,No More Bad Days,1
11426,Shania Twain,Come On Over,You're Still The One,3
11427,CHIC,C'est Chic,Le Freak,1
11428,Gerry Rafferty,City To City,Baker Street,1
11429,Rod Stewart,Blondes Have More Fun,Da Ya Think I'm Sexy,2
11430,Carole King,Tapestry,You've Got a Friend,2
11431,The Moody Blues,Days Of Future Passed,Nights In White Satin - Single Version / Mono Mix,4
11432,Stealers Wheel,Stealers Wheel,Stuck In The Middle With You,5
11433,Fleetwood Mac,Rumours,You Make Loving Fun - Remastered,1
11434,Queen,Sheer Heart Attack,Killer Queen - Remastered 2011,3
11435,Patti Smith,Easter,Because the Night,4
11436,Yaz,Upstairs At Eric's,Don't Go,1
11437,Orchestral Manoeuvres In The Dark,If You Leave,If You Leave,2
11438,Pat Benatar,Premium Gold Collection,Love Is A Battlefield,5
11439,Duran Duran,Seven And The Ragged Tiger,The Reflex - Single Version;2010 Remastered Version,1
11440,Eddy Grant,Total Hits Vol. 2,Electric Avenue,4
11441,Aretha Franklin,I Never Loved A Man The Way I Love You,Respect,6
11442,Steppenwolf,Steppenwolf,Born To Be Wild,10
11443,Jefferson Airplane,Surrealistic Pillow,Somebody to Love,4
11444,The Rolling Stones,Aftermath,Under My Thumb,1
11445,The Rolling Stones,Sticky Fingers,Brown Sugar - Remastered,3
11446,The Clash,Combat Rock,Rock the Casbah - Remastered,4
11447,Bruce Springsteen,Magic,Radio Nowhere,1
11448,James Taylor,Mud Slide Slim And The Blue Horizon,You've Got A Friend,2
11449,Yusuf / Cat Stevens,Teaser and the Firecat,Morning Has Broken,1
